responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_start_date,experiment_date,experiment_start_clock_time,experiment_start_time_local,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId,experiment_end_date,experiment_end_clock_time,experiment_end_time_local,experiment_duration_ms
11146,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,881148,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
11197,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,881198,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
11248,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,881250,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
11299,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,881300,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
11350,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,881351,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
11401,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,881402,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
11451,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,881453,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
11503,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,881504,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
11554,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,881555,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
11605,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,881606,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
11656,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,881657,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
11705,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,881706,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
11755,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,881757,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
11806,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,881808,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
11857,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,881858,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
11908,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,881909,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
11957,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,881959,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
12008,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,882010,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
12058,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,882060,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
12109,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,882110,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
12159,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,882161,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
12209,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,882211,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
12261,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,882262,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
12311,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,882312,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
12361,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,882362,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
12418,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,882419,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
12469,raw_position_sample,2,2,int,17,1,11,12,29, Now ,1216,172,882471,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,intermediate,1,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,spotlight_PROLIFIC,,39,Mexico,Spanish,"English, German, Japanese, French",German|Japanese|French,Spanish:30|English:30|German:25|Japanese:10|French:5,100,Spanish:35|English:35|German:20|Japanese:5|French:5,100,Spanish:35|English:35|German:15|Japanese:10|French:5,100,35,7,Bachelor's,10,10,10,10,10,10,1,13,5,8,CEFR,C2,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,163.26666259765625,1209.1500244140625,183.26666259765625,1250.1667022705078,2,12,,,,,,,,,,,,2026-09-22T21:17:19.049Z,5AHEBHGZ,2026-09-22,2026-09-22,15:17:19,2026-09-22 15:17:19,,,,,,,,697b0060129ca82d7e68996d,697b0060129ca82d7e68996d,,,,
