responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_start_date,experiment_date,experiment_start_clock_time,experiment_start_time_local,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId,experiment_end_date,experiment_end_clock_time,experiment_end_time_local,experiment_duration_ms
868,raw_position_sample,2,3,adv,5,2,2,3,2, American ,398,94,877121.2999999523,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,advanced,2,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,spotlight_PROLIFIC,,32,Mexico,Spanish,English,,Spanish:75|English:25,100,Spanish:50|English:50,100,Spanish:60|English:40,100,12,2,Bachelor's,10,10,10,8,9,9,6,20,14,16,,,,,18,25,B1,intermediate|advanced,advanced|intermediate,cambridge_15_21_random_intermediate_advanced,4,19,random,,67.203125,391.921875,87.203125,472.953125,1,2,,,,,,,,,,,,2026-07-02T16:27:23.571Z,KC2B8CK3,2026-07-02,2026-07-02,10:27:23,2026-07-02 10:27:23,,,,,,,,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,,,,
918,raw_position_sample,2,3,adv,5,2,2,3,2, American ,398,94,877171,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,advanced,2,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,spotlight_PROLIFIC,,32,Mexico,Spanish,English,,Spanish:75|English:25,100,Spanish:50|English:50,100,Spanish:60|English:40,100,12,2,Bachelor's,10,10,10,8,9,9,6,20,14,16,,,,,18,25,B1,intermediate|advanced,advanced|intermediate,cambridge_15_21_random_intermediate_advanced,4,19,random,,67.203125,391.921875,87.203125,472.953125,1,2,,,,,,,,,,,,2026-07-02T16:27:23.571Z,KC2B8CK3,2026-07-02,2026-07-02,10:27:23,2026-07-02 10:27:23,,,,,,,,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,,,,
965,raw_position_sample,2,3,adv,5,2,2,3,2, American ,398,94,877218.0999999046,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,advanced,2,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,spotlight_PROLIFIC,,32,Mexico,Spanish,English,,Spanish:75|English:25,100,Spanish:50|English:50,100,Spanish:60|English:40,100,12,2,Bachelor's,10,10,10,8,9,9,6,20,14,16,,,,,18,25,B1,intermediate|advanced,advanced|intermediate,cambridge_15_21_random_intermediate_advanced,4,19,random,,67.203125,391.921875,87.203125,472.953125,1,2,,,,,,,,,,,,2026-07-02T16:27:23.571Z,KC2B8CK3,2026-07-02,2026-07-02,10:27:23,2026-07-02 10:27:23,,,,,,,,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,,,,
1002,hover_association,2,3,adv,5,2,2,3,2, American ,392,91,,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,advanced,2,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,spotlight_PROLIFIC,,32,Mexico,Spanish,English,,Spanish:75|English:25,100,Spanish:50|English:50,100,Spanish:60|English:40,100,12,2,Bachelor's,10,10,10,8,9,9,6,20,14,16,,,,,18,25,B1,intermediate|advanced,advanced|intermediate,cambridge_15_21_random_intermediate_advanced,4,19,random,,57.203125,391.921875,97.203125,472.953125,1,2,hover,483.5,483.5,0.0009641342074816814,0.919921875,88,,,,,,2026-07-02T16:27:23.571Z,KC2B8CK3,2026-07-02,2026-07-02,10:27:23,2026-07-02 10:27:23,,,,,,,,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,,,,
1018,raw_position_sample,2,3,adv,5,2,2,3,1, South ,387,93,877271,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,advanced,2,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,spotlight_PROLIFIC,,32,Mexico,Spanish,English,,Spanish:75|English:25,100,Spanish:50|English:50,100,Spanish:60|English:40,100,12,2,Bachelor's,10,10,10,8,9,9,6,20,14,16,,,,,18,25,B1,intermediate|advanced,advanced|intermediate,cambridge_15_21_random_intermediate_advanced,4,19,random,,67.203125,340.875,87.203125,391.921875,1,1,,,,,,,,,,,,2026-07-02T16:27:23.571Z,KC2B8CK3,2026-07-02,2026-07-02,10:27:23,2026-07-02 10:27:23,,,,,,,,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,,,,
1068,raw_position_sample,2,3,adv,5,2,2,3,1, South ,372,90,877321,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,advanced,2,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,spotlight_PROLIFIC,,32,Mexico,Spanish,English,,Spanish:75|English:25,100,Spanish:50|English:50,100,Spanish:60|English:40,100,12,2,Bachelor's,10,10,10,8,9,9,6,20,14,16,,,,,18,25,B1,intermediate|advanced,advanced|intermediate,cambridge_15_21_random_intermediate_advanced,4,19,random,,67.203125,340.875,87.203125,391.921875,1,1,,,,,,,,,,,,2026-07-02T16:27:23.571Z,KC2B8CK3,2026-07-02,2026-07-02,10:27:23,2026-07-02 10:27:23,,,,,,,,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,,,,
1118,raw_position_sample,2,3,adv,5,2,2,3,1, South ,366,90,877371,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,advanced,2,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,spotlight_PROLIFIC,,32,Mexico,Spanish,English,,Spanish:75|English:25,100,Spanish:50|English:50,100,Spanish:60|English:40,100,12,2,Bachelor's,10,10,10,8,9,9,6,20,14,16,,,,,18,25,B1,intermediate|advanced,advanced|intermediate,cambridge_15_21_random_intermediate_advanced,4,19,random,,67.203125,340.875,87.203125,391.921875,1,1,,,,,,,,,,,,2026-07-02T16:27:23.571Z,KC2B8CK3,2026-07-02,2026-07-02,10:27:23,2026-07-02 10:27:23,,,,,,,,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,,,,
1166,raw_position_sample,2,3,adv,5,2,2,3,1, South ,366,90,877419.7000000477,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,advanced,2,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,spotlight_PROLIFIC,,32,Mexico,Spanish,English,,Spanish:75|English:25,100,Spanish:50|English:50,100,Spanish:60|English:40,100,12,2,Bachelor's,10,10,10,8,9,9,6,20,14,16,,,,,18,25,B1,intermediate|advanced,advanced|intermediate,cambridge_15_21_random_intermediate_advanced,4,19,random,,67.203125,340.875,87.203125,391.921875,1,1,,,,,,,,,,,,2026-07-02T16:27:23.571Z,KC2B8CK3,2026-07-02,2026-07-02,10:27:23,2026-07-02 10:27:23,,,,,,,,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,,,,
1217,raw_position_sample,2,3,adv,5,2,2,3,1, South ,366,90,877470.7000000477,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,advanced,2,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,spotlight_PROLIFIC,,32,Mexico,Spanish,English,,Spanish:75|English:25,100,Spanish:50|English:50,100,Spanish:60|English:40,100,12,2,Bachelor's,10,10,10,8,9,9,6,20,14,16,,,,,18,25,B1,intermediate|advanced,advanced|intermediate,cambridge_15_21_random_intermediate_advanced,4,19,random,,67.203125,340.875,87.203125,391.921875,1,1,,,,,,,,,,,,2026-07-02T16:27:23.571Z,KC2B8CK3,2026-07-02,2026-07-02,10:27:23,2026-07-02 10:27:23,,,,,,,,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,,,,
1265,raw_position_sample,2,3,adv,5,2,2,3,1, South ,366,90,877518.4000000954,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,advanced,2,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,spotlight_PROLIFIC,,32,Mexico,Spanish,English,,Spanish:75|English:25,100,Spanish:50|English:50,100,Spanish:60|English:40,100,12,2,Bachelor's,10,10,10,8,9,9,6,20,14,16,,,,,18,25,B1,intermediate|advanced,advanced|intermediate,cambridge_15_21_random_intermediate_advanced,4,19,random,,67.203125,340.875,87.203125,391.921875,1,1,,,,,,,,,,,,2026-07-02T16:27:23.571Z,KC2B8CK3,2026-07-02,2026-07-02,10:27:23,2026-07-02 10:27:23,,,,,,,,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,,,,
1322,raw_position_sample,2,3,adv,5,2,2,3,1, South ,366,90,877575.2999999523,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,advanced,2,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,spotlight_PROLIFIC,,32,Mexico,Spanish,English,,Spanish:75|English:25,100,Spanish:50|English:50,100,Spanish:60|English:40,100,12,2,Bachelor's,10,10,10,8,9,9,6,20,14,16,,,,,18,25,B1,intermediate|advanced,advanced|intermediate,cambridge_15_21_random_intermediate_advanced,4,19,random,,67.203125,340.875,87.203125,391.921875,1,1,,,,,,,,,,,,2026-07-02T16:27:23.571Z,KC2B8CK3,2026-07-02,2026-07-02,10:27:23,2026-07-02 10:27:23,,,,,,,,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,,,,
1369,raw_position_sample,2,3,adv,5,2,2,3,1, South ,366,90,877622.0999999046,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,advanced,2,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,spotlight_PROLIFIC,,32,Mexico,Spanish,English,,Spanish:75|English:25,100,Spanish:50|English:50,100,Spanish:60|English:40,100,12,2,Bachelor's,10,10,10,8,9,9,6,20,14,16,,,,,18,25,B1,intermediate|advanced,advanced|intermediate,cambridge_15_21_random_intermediate_advanced,4,19,random,,67.203125,340.875,87.203125,391.921875,1,1,,,,,,,,,,,,2026-07-02T16:27:23.571Z,KC2B8CK3,2026-07-02,2026-07-02,10:27:23,2026-07-02 10:27:23,,,,,,,,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,,,,
1417,raw_position_sample,2,3,adv,5,2,2,3,1, South ,366,90,877670.7000000477,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,advanced,2,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,spotlight_PROLIFIC,,32,Mexico,Spanish,English,,Spanish:75|English:25,100,Spanish:50|English:50,100,Spanish:60|English:40,100,12,2,Bachelor's,10,10,10,8,9,9,6,20,14,16,,,,,18,25,B1,intermediate|advanced,advanced|intermediate,cambridge_15_21_random_intermediate_advanced,4,19,random,,67.203125,340.875,87.203125,391.921875,1,1,,,,,,,,,,,,2026-07-02T16:27:23.571Z,KC2B8CK3,2026-07-02,2026-07-02,10:27:23,2026-07-02 10:27:23,,,,,,,,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,,,,
1465,raw_position_sample,2,3,adv,5,2,2,3,1, South ,366,90,877718.0999999046,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,advanced,2,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,spotlight_PROLIFIC,,32,Mexico,Spanish,English,,Spanish:75|English:25,100,Spanish:50|English:50,100,Spanish:60|English:40,100,12,2,Bachelor's,10,10,10,8,9,9,6,20,14,16,,,,,18,25,B1,intermediate|advanced,advanced|intermediate,cambridge_15_21_random_intermediate_advanced,4,19,random,,67.203125,340.875,87.203125,391.921875,1,1,,,,,,,,,,,,2026-07-02T16:27:23.571Z,KC2B8CK3,2026-07-02,2026-07-02,10:27:23,2026-07-02 10:27:23,,,,,,,,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,,,,
1517,raw_position_sample,2,3,adv,5,2,2,3,1, South ,366,90,877770.2999999523,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,advanced,2,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,spotlight_PROLIFIC,,32,Mexico,Spanish,English,,Spanish:75|English:25,100,Spanish:50|English:50,100,Spanish:60|English:40,100,12,2,Bachelor's,10,10,10,8,9,9,6,20,14,16,,,,,18,25,B1,intermediate|advanced,advanced|intermediate,cambridge_15_21_random_intermediate_advanced,4,19,random,,67.203125,340.875,87.203125,391.921875,1,1,,,,,,,,,,,,2026-07-02T16:27:23.571Z,KC2B8CK3,2026-07-02,2026-07-02,10:27:23,2026-07-02 10:27:23,,,,,,,,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,,,,
1564,raw_position_sample,2,3,adv,5,2,2,3,1, South ,366,90,877817.0999999046,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,advanced,2,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,spotlight_PROLIFIC,,32,Mexico,Spanish,English,,Spanish:75|English:25,100,Spanish:50|English:50,100,Spanish:60|English:40,100,12,2,Bachelor's,10,10,10,8,9,9,6,20,14,16,,,,,18,25,B1,intermediate|advanced,advanced|intermediate,cambridge_15_21_random_intermediate_advanced,4,19,random,,67.203125,340.875,87.203125,391.921875,1,1,,,,,,,,,,,,2026-07-02T16:27:23.571Z,KC2B8CK3,2026-07-02,2026-07-02,10:27:23,2026-07-02 10:27:23,,,,,,,,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,,,,
1627,raw_position_sample,2,3,adv,5,2,2,3,1, South ,366,90,877880.7999999523,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,advanced,2,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,spotlight_PROLIFIC,,32,Mexico,Spanish,English,,Spanish:75|English:25,100,Spanish:50|English:50,100,Spanish:60|English:40,100,12,2,Bachelor's,10,10,10,8,9,9,6,20,14,16,,,,,18,25,B1,intermediate|advanced,advanced|intermediate,cambridge_15_21_random_intermediate_advanced,4,19,random,,67.203125,340.875,87.203125,391.921875,1,1,,,,,,,,,,,,2026-07-02T16:27:23.571Z,KC2B8CK3,2026-07-02,2026-07-02,10:27:23,2026-07-02 10:27:23,,,,,,,,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,,,,
1668,raw_position_sample,2,3,adv,5,2,2,3,1, South ,366,90,877921.2000000477,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,advanced,2,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,spotlight_PROLIFIC,,32,Mexico,Spanish,English,,Spanish:75|English:25,100,Spanish:50|English:50,100,Spanish:60|English:40,100,12,2,Bachelor's,10,10,10,8,9,9,6,20,14,16,,,,,18,25,B1,intermediate|advanced,advanced|intermediate,cambridge_15_21_random_intermediate_advanced,4,19,random,,67.203125,340.875,87.203125,391.921875,1,1,,,,,,,,,,,,2026-07-02T16:27:23.571Z,KC2B8CK3,2026-07-02,2026-07-02,10:27:23,2026-07-02 10:27:23,,,,,,,,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,,,,
1717,raw_position_sample,2,3,adv,5,2,2,3,1, South ,366,90,877970.5999999046,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,advanced,2,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,spotlight_PROLIFIC,,32,Mexico,Spanish,English,,Spanish:75|English:25,100,Spanish:50|English:50,100,Spanish:60|English:40,100,12,2,Bachelor's,10,10,10,8,9,9,6,20,14,16,,,,,18,25,B1,intermediate|advanced,advanced|intermediate,cambridge_15_21_random_intermediate_advanced,4,19,random,,67.203125,340.875,87.203125,391.921875,1,1,,,,,,,,,,,,2026-07-02T16:27:23.571Z,KC2B8CK3,2026-07-02,2026-07-02,10:27:23,2026-07-02 10:27:23,,,,,,,,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,,,,
1767,raw_position_sample,2,3,adv,5,2,2,3,1, South ,366,90,878020.7000000477,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,advanced,2,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,spotlight_PROLIFIC,,32,Mexico,Spanish,English,,Spanish:75|English:25,100,Spanish:50|English:50,100,Spanish:60|English:40,100,12,2,Bachelor's,10,10,10,8,9,9,6,20,14,16,,,,,18,25,B1,intermediate|advanced,advanced|intermediate,cambridge_15_21_random_intermediate_advanced,4,19,random,,67.203125,340.875,87.203125,391.921875,1,1,,,,,,,,,,,,2026-07-02T16:27:23.571Z,KC2B8CK3,2026-07-02,2026-07-02,10:27:23,2026-07-02 10:27:23,,,,,,,,6a2637b84792a5ba9c56064a,6a2637b84792a5ba9c56064a,,,,
